list-none-none,1,100,1,300,188519,628
list-none-none,1,1000,1,3000,3761270,1253
list-none-none,1,10000,1,30000,650270628,21675
list-none-none,1,20000,1,60000,3558544941,59309
list-none-none,4,100,1,1200,1313081,1094
list-none-none,4,1000,1,12000,46819129,3901
list-none-none,12,10,1,360,406168,1128
list-i-none,2,2,1,12,110729,9227
list-i-none,2,8,1,48,147241,3067
list-i-none,2,32,1,192,605362,3152
list-i-none,4,4,1,48,136439,2842
list-i-none,4,8,1,96,216783,2258
list-i-none,4,16,1,192,390649,2034
list-i-none,8,2,1,48,350907,7310
list-i-none,12,2,1,72,389241,5406
list-i-none,12,4,1,144,420982,2923
list-d-none,2,2,1,12,86667,7222
list-d-none,2,4,1,24,178113,7421
list-d-none,2,16,1,96,184075,1917
list-d-none,4,2,1,24,191460,7977
list-d-none,4,4,1,48,185294,3860
list-d-none,4,8,1,96,164417,1712
list-d-none,4,16,1,192,198653,1034
list-d-none,8,4,1,96,300644,3131
list-d-none,12,2,1,72,428081,5945
list-d-none,12,4,1,144,409769,2845
list-il-none,2,2,1,12,121613,10134
list-il-none,2,4,1,24,134734,5613
list-il-none,2,16,1,96,264894,2759
list-il-none,2,32,1,192,642495,3346
list-il-none,4,2,1,24,193868,8077
list-il-none,8,2,1,48,1052280,21922
list-il-none,8,4,1,96,332407,3462
list-il-none,12,2,1,72,454794,6316
list-il-none,12,4,1,144,398517,2767
list-il-none,12,8,1,288,541967,1881
list-dl-none,2,2,1,12,170673,14222
list-dl-none,2,4,1,24,117425,4892
list-dl-none,2,8,1,48,169510,3531
list-dl-none,2,16,1,96,190020,1979
list-dl-none,2,32,1,192,202555,1054
list-dl-none,4,2,1,24,177437,7393
list-dl-none,4,4,1,48,187597,3908
list-dl-none,8,2,1,48,284429,5925
list-dl-none,12,2,1,72,408926,5679
list-dl-none,12,8,1,288,405525,1408
list-i-m,12,32,1,1152,21291979,18482
list-d-m,12,32,1,1152,2188821,1900
list-il-m,12,32,1,1152,21759252,18888
list-dl-m,12,32,1,1152,3630598,3151
list-i-s,12,32,1,1152,22478401,19512
list-d-s,12,32,1,1152,1771226,1537
list-il-s,12,32,1,1152,28450712,24696
list-dl-s,12,32,1,1152,3350486,2908
list-none-none,1,1000,1,3000,3843348,1281
list-none-m,1,1000,1,3000,3987313,1329
list-none-m,2,1000,1,6000,25318954,4219
list-none-m,4,1000,1,12000,93647976,7803
list-none-m,8,1000,1,24000,407588405,16982
list-none-m,12,1000,1,36000,1068867153,29690
list-none-m,16,1000,1,48000,1922214280,40046
list-none-m,24,1000,1,72000,4547549508,63160
list-none-s,1,1000,1,3000,4087446,1362
list-none-s,2,1000,1,6000,10207345,1701
list-none-s,4,1000,1,12000,87426795,7285
list-none-s,8,1000,1,24000,415088488,17295
list-none-s,12,1000,1,36000,371909980,10330
list-none-s,16,1000,1,48000,1247942982,25998
list-none-s,24,1000,1,72000,2069296912,28740
